SK_ID_CURR,TARGET
104776,0.09856551
104779,0.02428744
104814,0.06596373
104815,0.035976343
104830,0.09770665
104831,0.05454294
104833,0.14885566
104839,0.039370824
104840,0.028180491
104860,0.09233358
104861,0.10348966
104866,0.08314309
104870,0.039687824
104877,0.12528035
104878,0.03493403
104879,0.031597625
104880,0.08437424
104899,0.08102399
104906,0.07895662
104907,0.1389296
104913,0.06257244
104916,0.11195795
104921,0.09661746
104930,0.059886996
104931,0.16723728
104936,0.041054446
104937,0.028410906
104942,0.022743104
104943,0.07621779
104969,0.0627829
104972,0.12296256
104988,0.09501172
105013,0.040281314
105015,0.036150493
105019,0.04890368
105027,0.028904663
105030,0.05210168
105035,0.20597045
105041,0.019357003
105051,0.14488046
105056,0.058989454
105067,0.5361523
105071,0.10361987
105072,0.039473787
105074,0.14799406
105091,0.06259674
105101,0.0398231
105103,0.03887594
105134,0.036501303
105139,0.059318595
105142,0.11559392
105146,0.059028115
105163,0.043435402
105168,0.067530006
105172,0.043737914
105176,0.30625284
105195,0.054538786
105196,0.21701466
105197,0.025645519
105203,0.103860475
105223,0.08853357
105227,0.07392814
105228,0.032571755
105230,0.16406147
105231,0.2551242
105239,0.027268559
105242,0.08591854
105244,0.034280773
105245,0.060573433
105248,0.028608073
105249,0.037660748
105266,0.15998875
105271,0.1644166
105276,0.18222296
105282,0.041940007
105292,0.122668505
105297,0.015834859
105332,0.096854076
105333,0.043129493
105343,0.039882466
105344,0.07301965
105345,0.1950617
105357,0.050032992
105359,0.070575655
105366,0.049285755
105367,0.07672578
105370,0.01466094
105377,0.03656362
105390,0.029519415
105399,0.01891513
105403,0.071908355
105404,0.101073496
105414,0.03211782
105417,0.03199463
105425,0.11145388
105452,0.06651198
105454,0.15333503
105456,0.13135614
105470,0.08095785
105471,0.023944035
105483,0.04539231
105493,0.07943781
105508,0.06848967
105514,0.04421926
105515,0.027129207
105528,0.27611172
105529,0.026156882
105531,0.08065721
105532,0.058635134
105558,0.021607302
105574,0.044976078
105578,0.018808167
105584,0.18673828
105595,0.038962804
105617,0.14231832
105618,0.06670846
105621,0.045201793
105625,0.046651494
105629,0.038459975
105630,0.02781691
105634,0.020458905
105635,0.026235413
105641,0.08899917
105647,0.052005306
105648,0.07337004
105655,0.038447697
105657,0.031417206
105672,0.1478662
105678,0.08557773
105682,0.04971008
105691,0.041745506
105692,0.0257348
105706,0.033962797
105712,0.050017763
105720,0.1016576
105734,0.017253721
105735,0.03898278
105736,0.14556064
105737,0.017360454
105738,0.23272005
105740,0.19989236
105744,0.062521756
105747,0.041181788
105749,0.14436115
105754,0.047739174
105758,0.035081882
105760,0.048983764
105767,0.10777834
105784,0.10029726
105791,0.042928547
105802,0.06863814
105807,0.09182241
105809,0.057769846
105816,0.050854255
105817,0.02391336
105824,0.080990426
105832,0.07369479
105856,0.038415853
105865,0.06915468
105899,0.21721071
105906,0.02110375
105916,0.082312725
105923,0.06520679
105937,0.06667551
105965,0.0277718
105966,0.06625178
105968,0.051533073
105973,0.027508385
105976,0.11134199
105978,0.08025576
105979,0.045700837
105991,0.1724301
105998,0.09753072
105999,0.034756936
106000,0.14387058
106001,0.03623387
106010,0.08535332
106011,0.033272453
106013,0.11462957
106015,0.050430063
106026,0.022901451
106032,0.020890286
106035,0.14354265
106040,0.0749273
106041,0.1162163
106044,0.036769796
106053,0.23094642
106054,0.028989742
106065,0.2506347
106081,0.057222188
106083,0.057913978
106087,0.028249718
106090,0.15463175
106101,0.020690102
106102,0.078509666
106109,0.050561097
106116,0.063969776
106150,0.02026834
106155,0.32278457
106166,0.027641214
106176,0.11478619
106189,0.025778433
106199,0.11788958
106205,0.104322374
106206,0.13490269
106211,0.0833504
106214,0.019767683
106216,0.04915015
106217,0.056310363
106225,0.07379359
106249,0.053117882
106256,0.123145714
106258,0.031302925
106261,0.058656555
106262,0.13061383
106264,0.01985818
106271,0.050996974
106276,0.037056014
106277,0.15229364
106286,0.124997884
106293,0.0148560265
106295,0.054136872
106296,0.06401324
106297,0.13666826
106298,0.02816618
106311,0.024503734
106314,0.13682227
106320,0.05221285
106334,0.084789194
106346,0.09652677
106347,0.038416497
106349,0.05118764
106354,0.09062496
106360,0.022007674
106373,0.11304268
106377,0.040768873
106386,0.13587043
106387,0.036589682
106391,0.013431339
106401,0.27597746
106411,0.10833677
106413,0.4350408
106426,0.106709085
106427,0.06505373
106428,0.2284861
106434,0.060326032
106438,0.11003095
106440,0.053491514
106441,0.050681535
106452,0.07172943
106453,0.099114
106454,0.031635277
106457,0.08315877
106484,0.06546623
106488,0.22430275
106491,0.115406886
106514,0.069777235
106527,0.10965104
106528,0.052143153
106529,0.019379454
106534,0.18718281
106550,0.13750787
106577,0.08414199
106585,0.09812913
106590,0.029522719
106607,0.03127364
106610,0.18234757
106611,0.058353502
106612,0.16518973
106624,0.03539767
106631,0.036660917
106647,0.09703538
106660,0.10597336
106674,0.031874605
106687,0.0530786
106712,0.10497235
106713,0.077435926
106717,0.076864146
106720,0.037915587
106721,0.041958213
106724,0.09951176
106735,0.1303881
106739,0.04553595
106740,0.118924744
106754,0.114672385
106760,0.26359975
106761,0.052114043
106784,0.14495465
106787,0.07945583
106797,0.026522195
106798,0.04523656
106802,0.13157764
106803,0.07477982
106804,0.16639768
106805,0.03225341
106810,0.14280273
106812,0.23545632
106813,0.08031331
106817,0.060736608
106822,0.041444924
106823,0.038535867
106827,0.027515091
106841,0.093437135
106851,0.08676926
106852,0.057723247
106853,0.06974601
106854,0.20971432
106861,0.037933193
106873,0.06297963
106877,0.034737136
106878,0.034974128
106881,0.116063945
106900,0.029037599
106906,0.048377268
106907,0.14767388
106914,0.17860597
106916,0.07336447
106924,0.03443005
106931,0.041854467
106936,0.24542138
106937,0.09094346
106938,0.027230917
106939,0.14761654
106943,0.08258858
106944,0.07132265
106967,0.05031958
106980,0.049634054
106986,0.03713856
106987,0.025760535
106990,0.04391849
107013,0.031381547
107023,0.06537017
107033,0.07927888
107037,0.09662909
107048,0.04110753
107071,0.052652944
107081,0.026264416
107113,0.06725879
107130,0.038521655
107131,0.04228552
107145,0.1199371
107156,0.07435079
107219,0.030739745
107222,0.16419321
107223,0.24119517
107232,0.28174675
107245,0.055542495
107246,0.03063616
107247,0.09135192
107256,0.05169076
107259,0.01978012
107260,0.017248694
107279,0.09433004
107280,0.07424072
107281,0.040282097
107285,0.040588394
107329,0.044619516
107337,0.115749836
107349,0.068350784
107350,0.040395085
107351,0.023268532
107359,0.12434466
107391,0.13425414
107394,0.023694219
107395,0.016239518
107406,0.056623638
107416,0.07172262
107417,0.06871867
107418,0.04785937
107419,0.07895534
107444,0.031498596
107445,0.09732048
107446,0.14017305
107460,0.07815815
107470,0.10418489
107475,0.0664099
107520,0.029275032
107526,0.12289121
107527,0.023783345
107530,0.06042129
107532,0.09176443
107534,0.12339498
107535,0.11495794
107554,0.15745619
107556,0.037620902
107559,0.08937088
107561,0.039567553
107564,0.039541014
107566,0.025058182
107571,0.072188005
107590,0.1257934
107602,0.16954035
107625,0.10410056
107626,0.16122985
107635,0.02653738
107636,0.1050754
107645,0.0329004
107652,0.23095681
107655,0.05296895
107668,0.045135707
107670,0.026267396
107677,0.017596912
107680,0.2798443
107683,0.11090152
107684,0.043523725
107691,0.023004603
107692,0.15646483
107703,0.052715987
107709,0.016624993
107710,0.055583786
107721,0.120915405
107725,0.086651765
107727,0.16909976
107739,0.040135864
107740,0.0956002
107741,0.06307961
107747,0.027098006
107765,0.14269151
107768,0.028217811
107775,0.13043465
107782,0.26757187
107790,0.021121396
107801,0.05721128
107807,0.030175777
107811,0.08114552
107817,0.08884895
107826,0.057422947
107838,0.0940559
107839,0.058049567
107843,0.12028967
107847,0.18733148
107849,0.16796055
107850,0.06521156
107867,0.09020788
107871,0.09389105
107908,0.08064106
107913,0.064823076
107927,0.040546916
107931,0.040798552
107955,0.019287402
107962,0.051657762
107977,0.07979582
107978,0.057578634
107993,0.025191836
108010,0.027058713
108016,0.08988597
108018,0.32908782
108027,0.09546941
108045,0.15045595
108069,0.12623595
108082,0.08202796
108089,0.033211563
108092,0.032283008
108106,0.022711348
108112,0.06573315
108120,0.13991539
108122,0.17622502
108135,0.04980081
108170,0.024773402
108171,0.12142368
108177,0.02130312
108180,0.05839591
108183,0.028615076
108184,0.02198016
108185,0.056300182
108192,0.09670796
108195,0.14410357
108196,0.06493964
108218,0.060748193
108219,0.07047486
108243,0.06408202
108249,0.030220203
108251,0.033161856
108274,0.036906835
108280,0.30277592
108289,0.08839961
108292,0.029711682
108295,0.06932415
108327,0.019743435
108332,0.065871134
108346,0.03372082
108349,0.0805851
108353,0.07582247
108362,0.05721838
108363,0.024838593
108377,0.28235373
108378,0.14223777
108381,0.017419014
108383,0.14220409
108390,0.12003447
108407,0.023177663
108408,0.04104534
108411,0.0666612
108412,0.039666414
108419,0.04833718
108436,0.12472897
108437,0.22716196
108438,0.08901906
108441,0.09701841
108448,0.026673649
108449,0.042391233
108466,0.034795847
108467,0.05999448
108473,0.049301095
108474,0.06759344
108476,0.0357514
108479,0.025633274
108486,0.025044795
108493,0.04435443
108501,0.025138495
108506,0.19718185
108510,0.11315932
108511,0.12658444
108514,0.076733634
108517,0.03790892
108519,0.07741885
108522,0.024974432
108548,0.08300393
108554,0.036528256
108555,0.13240965
108559,0.09446559
108562,0.076512486
108571,0.063582234
108572,0.056401882
108579,0.026250182
108583,0.043707628
108584,0.017418785
108592,0.04091228
108602,0.019758705
108609,0.04835815
108613,0.05875495
108616,0.069316015
108618,0.045843992
108620,0.02176473
108643,0.017975172
108649,0.06591665
108654,0.17555661
108655,0.029122047
108656,0.026365718
108667,0.03629094
108668,0.051088773
108682,0.054449145
108690,0.030352931
108691,0.059210386
108692,0.14555985
108695,0.062324528
108699,0.030157443
108710,0.106392965
108718,0.15554617
108739,0.33087716
108740,0.0290154
108741,0.051055618
108742,0.11735822
108763,0.023020264
108767,0.13334793
108769,0.11523616
108779,0.2490257
108788,0.027822126
108801,0.03761726
108802,0.039227504
108810,0.05688036
108811,0.023562908
108813,0.047717527
108814,0.061910357
108825,0.101542056
108826,0.06055542
108830,0.11082037
108834,0.03573544
108852,0.03413093
108887,0.12255349
108901,0.07814907
108908,0.029391732
108910,0.13009463
108920,0.038376577
108922,0.043895617
108929,0.19591466
108930,0.0435545
108937,0.05935205
108938,0.051023226
108943,0.07769664
108948,0.04156173
108953,0.048707407
108956,0.17845945
108965,0.060388222
108985,0.18090194
108986,0.07249588
108987,0.065822095
108990,0.017025243
108991,0.052103102
108993,0.1642254
109000,0.079613194
109001,0.1072115
109012,0.22181015
109014,0.096517496
109015,0.15086795
109021,0.05102788
109037,0.039761785
109042,0.19967054
109044,0.052171826
109046,0.22096696
109064,0.011680783
109084,0.07398987
109086,0.044739157
109092,0.03802541
109093,0.15877129
109100,0.05608414
109101,0.011882405
109110,0.022064647
109114,0.20845082
109126,0.05750227
109152,0.025886705
109162,0.11498764
109167,0.047355898
109168,0.20055775
109169,0.029699897
109179,0.043621153
109184,0.031431183
109191,0.05817486
109192,0.04015932
109193,0.029354902
109196,0.042811736
109206,0.10333647
109210,0.035292342
109244,0.18416056
109249,0.024762945
109273,0.056950387
109276,0.25613502
109281,0.01948644
109287,0.05523032
109297,0.16899872
109298,0.05531122
109306,0.055749133
109309,0.11727503
109321,0.19460502
109328,0.10228047
109336,0.17261346
109342,0.06443839
109346,0.031990457
109347,0.039681453
109348,0.05553822
109362,0.07502185
109363,0.05684673
109367,0.09413321
109370,0.016237713
109393,0.113336205
109405,0.028040681
109413,0.10713508
109414,0.3124862
109421,0.0835729
109427,0.10545684
109428,0.05377523
109429,0.18206371
109437,0.023882238
109443,0.028109895
109461,0.03851436
109468,0.15782647
109469,0.027390447
109471,0.12511505
109479,0.09044391
109484,0.04038363
109501,0.053355884
109505,0.045729578
109535,0.05064673
109539,0.036693983
109544,0.17493461
109545,0.020840239
109551,0.2116854
109553,0.042835206
109555,0.05757857
109561,0.03458834
109580,0.020628424
109583,0.17685507
109593,0.16176099
109604,0.07692098
109620,0.063730985
109635,0.0434102
109637,0.33338374
109638,0.19615401
109642,0.0491925
109649,0.02397518
109652,0.047376234
109656,0.025755018
109663,0.03237827
109696,0.20498416
109700,0.16834167
109709,0.08400323
109735,0.0396686
109740,0.028908893
109741,0.12773554
109749,0.091188654
109764,0.028197438
109771,0.056903157
109772,0.027281227
109773,0.119150296
109798,0.04126632
109802,0.097954646
109804,0.07450854
109813,0.039890848
109818,0.1129599
109848,0.075373046
109850,0.025804376
109851,0.041929547
109855,0.04442694
109871,0.10589581
109877,0.077505946
109883,0.016636176
109886,0.017496215
109905,0.062411487
109936,0.18380783
109950,0.14373551
109958,0.06989894
109959,0.07382056
109969,0.04263349
109971,0.069847494
109984,0.01482171
109985,0.1838196
109988,0.053145036
109992,0.09337257
110005,0.07730476
110009,0.07622737
110011,0.46901372
110014,0.024733378
110026,0.06209126
110042,0.02581395
110058,0.020951448
110069,0.14350617
110080,0.04249314
110087,0.03799279
110091,0.044830382
110094,0.055239003
110098,0.22705072
110105,0.10036127
110117,0.027776256
110136,0.1750578
110138,0.08562169
110149,0.12529945
110164,0.11588332
110202,0.15806939
110212,0.03233136
110226,0.023940677
110236,0.026890758
110249,0.02941556
110257,0.066217124
110258,0.038493387
110277,0.032755014
110282,0.05678224
110284,0.022659376
110286,0.048787944
110289,0.036828376
110304,0.043596152
110319,0.12875763
110324,0.123781286
110326,0.046685364
110335,0.06949258
110337,0.26928982
110338,0.029615728
110343,0.022738792
110345,0.026374234
110347,0.09624575
110355,0.020373791
110359,0.044156488
110360,0.05331547
110364,0.09925947
110371,0.07850077
110372,0.04930468
110376,0.07998677
110379,0.20836338
110380,0.09809614
110393,0.06100986
110401,0.17611744
110406,0.036594372
110411,0.060901277
110416,0.07864723
110420,0.039541923
110443,0.04553017
110465,0.019084595
110468,0.06454842
110469,0.128434
110471,0.29264718
110487,0.22522394
110491,0.16310252
110504,0.11373081
110547,0.10248396
110550,0.033649296
110559,0.0713827
110578,0.039543822
110582,0.050609384
110590,0.032151185
110598,0.026277015
110601,0.17110811
110602,0.045687675
110604,0.05473169
110625,0.42697474
110626,0.1395747
110636,0.17105165
110637,0.129308
110638,0.10098222
110646,0.01766556
110648,0.067729235
110652,0.056966674
110681,0.04311673
110682,0.060983192
110687,0.07119412
110691,0.017381756
110694,0.059525758
110695,0.06553491
110696,0.07263923
110708,0.027398735
110710,0.020996332
110717,0.06769937
110730,0.022374911
110740,0.06161449
110742,0.08690495
110747,0.04880375
110761,0.059139233
110766,0.059018325
110769,0.042792164
110774,0.07091373
110803,0.027004484
110805,0.050349724
110809,0.16445175
110827,0.029616393
110832,0.07216273
110839,0.097889826
110859,0.15667474
110861,0.018043643
110863,0.09180877
110865,0.044872943
110881,0.15614623
110889,0.07284997
110891,0.025029562
110894,0.016460113
110895,0.11480998
110907,0.22155787
110914,0.09612572
110933,0.015206313
110934,0.037051696
110937,0.022150006
110953,0.030945422
110954,0.06279381
110958,0.07580397
110970,0.053218495
110974,0.10380783
110977,0.23331338
110989,0.04664686
110993,0.26921344
110994,0.07504309
111018,0.03695283
111019,0.03908046
111030,0.028044008
111032,0.23514123
111041,0.03735777
111045,0.10714514
111048,0.058805794
111052,0.08526256
111070,0.13425899
111084,0.10423276
111091,0.18046926
111104,0.052057106
111108,0.02704212
